Round,Total Timesteps,Win Rate as Black,Win Rate as White,Overall Win Rate
A_Round_63,3301376,0.1500,0.1600,0.1550,0.8755
A_Round_64,3354624,0.1700,0.1700,0.1700,0.8932
A_Round_65,3407872,0.2300,0.2000,0.2150,0.8879
A_Round_66,3461120,0.1800,0.1700,0.1750,0.8920
A_Round_67,3514368,0.2000,0.1800,0.1900,0.8766
A_Round_68,3567616,0.1900,0.1200,0.1550,0.8391
A_Round_69,3620864,0.1200,0.1100,0.1150,0.8920
A_Round_70,3674112,0.1800,0.2900,0.2350,0.8844
A_Round_71,3727360,0.1500,0.1700,0.1600,0.8642
A_Round_72,3780608,0.2100,0.1700,0.1900,0.8708
A_Round_73,3833856,0.1700,0.2500,0.2100,0.8845
A_Round_74,3887104,0.1700,0.2400,0.2050,0.8810
A_Round_75,3940352,0.1500,0.1400,0.1450,0.8950
A_Round_76,3993600,0.1300,0.1900,0.1600,0.8722
A_Round_77,4046848,0.1700,0.2300,0.2000,0.8826
A_Round_78,4100096,0.1500,0.1400,0.1450,0.8775
A_Round_79,4153344,0.2200,0.2700,0.2450,0.8785
A_Round_80,4206592,0.1700,0.1800,0.1750,0.8839
A_Round_81,4259840,0.1500,0.2000,0.1750,0.8786
A_Round_82,4313088,0.1100,0.1900,0.1500,0.8755
A_Round_83,4366336,0.1800,0.1700,0.1750,0.8824
A_Round_84,4419584,0.1300,0.1000,0.1150,0.8806
A_Round_85,4472832,0.1600,0.1500,0.1550,0.8980
A_Round_86,4526080,0.1400,0.1800,0.1600,0.8545
A_Round_87,4579328,0.1500,0.2000,0.1750,0.8891
A_Round_88,4632576,0.1500,0.1200,0.1350,0.8644
A_Round_89,4685824,0.2400,0.2300,0.2350,0.8606
A_Round_90,4739072,0.0900,0.1800,0.1350,0.8668
A_Round_91,4792320,0.1400,0.1700,0.1550,0.8759
A_Round_92,4845568,0.1800,0.1000,0.1400,0.8879
A_Round_93,4898816,0.1200,0.1400,0.1300,0.8492
A_Round_94,4952064,0.1700,0.1500,0.1600,0.8883
A_Round_95,5005312,0.2400,0.2100,0.2250,0.8838
A_Round_96,5058560,0.1600,0.1700,0.1650,0.8774
A_Round_97,5111808,0.1600,0.2600,0.2100,0.8848
A_Round_98,5165056,0.1700,0.1400,0.1550,0.8696
A_Round_99,5218304,0.1900,0.1700,0.1800,0.8556
A_Round_100,5271552,0.1300,0.2400,0.1850,0.8621
A_Round_101,5324800,0.2100,0.1300,0.1700,0.8730
A_Round_102,5378048,0.1900,0.1700,0.1800,0.9067
A_Round_1,5378048,0.1700,0.1100,0.1400,0.8577
A_Round_1,5378048,0.2000,0.1200,0.1600,0.8839
A_Round_1,5378048,0.1800,0.2300,0.2050,0.8770
A_Round_1,5378048,0.2100,0.1800,0.1950,0.8644
A_Round_1,5378048,0.3100,0.3300,0.3200,0.8814
A_Round_1,5378048,0.3000,0.2900,0.2950,0.8821
A_Round_1,5378048,0.3500,0.3400,0.3450,0.8839
A_Round_1,5378048,0.3400,0.3400,0.3400,0.8782
A_Round_1,5378048,0.3000,0.3600,0.3300,0.8740
A_Round_1,5378048,0.3500,0.3400,0.3450,0.8671
A_Round_1,5378048,0.3500,0.3200,0.3350,0.8686
A_Round_1,0,0.0000,0.0000,0.0000,0.1039
A_Round_1,0,0.3500,0.2500,0.3000,0.8785
A_Round_2,51200,0.1600,0.2300,0.1950,0.8858
A_Round_3,102400,0.0200,0.0100,0.0150,0.8829
A_Round_4,153600,0.0000,0.0500,0.0250,0.8845
A_Round_5,204800,0.0900,0.0600,0.0750,0.8918
A_Round_6,256000,0.0100,0.0000,0.0050,0.8735
A_Round_7,307200,0.0200,0.0100,0.0150,0.8780
A_Round_8,358400,0.0200,0.1100,0.0650,0.8786
A_Round_9,409600,0.0100,0.0300,0.0200,0.8769
A_Round_10,460800,0.0100,0.0300,0.0200,0.8895
A_Round_11,512000,0.0000,0.0400,0.0200,0.8829
A_Round_12,563200,0.0300,0.0500,0.0400,0.8772
A_Round_1,0,0.3100,0.2700,0.2900,0.8845
A_Round_2,51200,0.1000,0.0400,0.0700,0.8831
A_Round_3,102400,0.0100,0.0100,0.0100,0.8893
A_Round_4,153600,0.0900,0.0300,0.0600,0.8885
A_Round_5,204800,0.0400,0.1000,0.0700,0.8720
A_Round_6,256000,0.0000,0.0100,0.0050,0.8669
A_Round_7,307200,0.0100,0.0000,0.0050,0.8959
A_Round_8,358400,0.0000,0.0000,0.0000,0.8998
A_Round_9,409600,0.0000,0.0000,0.0000,0.8770
A_Round_10,460800,0.0000,0.0000,0.0000,0.8868
A_Round_11,512000,0.0000,0.0000,0.0000,0.8992
A_Round_12,563200,0.0000,0.0000,0.0000,0.8502
A_Round_13,614400,0.0000,0.0000,0.0000,0.8762
A_Round_14,665600,0.0000,0.0000,0.0000,0.8562
A_Round_15,716800,0.0100,0.0000,0.0050,0.8904
A_Round_1,0,0.4500,0.4300,0.4400,0.9054
A_Round_2,53248,0.1600,0.3300,0.2450,0.8765
A_Round_3,106496,0.2400,0.2800,0.2600,0.8694
A_Round_4,159744,0.0600,0.0800,0.0700,0.8750
A_Round_5,212992,0.0800,0.2500,0.1650,0.8803
A_Round_6,266240,0.0600,0.1300,0.0950,0.8795
A_Round_7,319488,0.0600,0.0700,0.0650,0.8891
A_Round_8,372736,0.0500,0.0200,0.0350,0.8788
A_Round_9,425984,0.0300,0.0300,0.0300,0.9006
A_Round_10,479232,0.0100,0.0000,0.0050,0.8696
A_Round_11,532480,0.0400,0.0200,0.0300,0.8703
A_Round_12,585728,0.0400,0.0200,0.0300,0.8968
A_Round_13,638976,0.0300,0.0000,0.0150,0.8723
A_Round_14,692224,0.0800,0.0400,0.0600,0.8885
A_Round_15,745472,0.0200,0.0800,0.0500,0.8621
A_Round_16,798720,0.0000,0.0800,0.0400,0.9015
A_Round_17,851968,0.0200,0.0700,0.0450,0.8692
A_Round_18,905216,0.0000,0.0300,0.0150,0.8667
A_Round_19,958464,0.0000,0.0100,0.0050,0.8750
A_Round_20,1011712,0.0100,0.0100,0.0100,0.8735
A_Round_21,1064960,0.0100,0.0400,0.0250,0.8699
A_Round_22,1118208,0.0100,0.0200,0.0150,0.8905
A_Round_23,1171456,0.0000,0.0200,0.0100,0.8891
A_Round_24,1224704,0.0200,0.1000,0.0600,0.8682
A_Round_25,1277952,0.0600,0.2000,0.1300,0.8887
A_Round_26,1331200,0.0300,0.0500,0.0400,0.8774
A_Round_27,1384448,0.0300,0.0600,0.0450,0.8723
A_Round_28,1437696,0.0100,0.0300,0.0200,0.8824
A_Round_29,1490944,0.0000,0.0200,0.0100,0.8977
A_Round_30,1544192,0.0000,0.0000,0.0000,0.8951
A_Round_31,1597440,0.0000,0.0000,0.0000,0.8847
A_Round_32,1650688,0.0000,0.0000,0.0000,0.4521
A_Round_33,1703936,0.0000,0.0000,0.0000,0.3453
A_Round_34,1757184,0.0000,0.0000,0.0000,0.5135
A_Round_35,1810432,0.0000,0.0000,0.0000,0.4589
A_Round_36,1863680,0.0000,0.0000,0.0000,0.5338
A_Round_37,1916928,0.0000,0.0000,0.0000,0.2748
A_Round_38,1970176,0.0000,0.0100,0.0050,0.4939
A_Round_39,2023424,0.0000,0.0000,0.0000,0.4270
A_Round_40,2076672,0.0000,0.0000,0.0000,0.7280
A_Round_41,2129920,0.0000,0.0100,0.0050,0.5009
A_Round_42,2183168,0.0000,0.0100,0.0050,0.4863
A_Round_43,2236416,0.0000,0.0000,0.0000,0.5748
A_Round_44,2289664,0.0000,0.0000,0.0000,0.5558
A_Round_45,2342912,0.0100,0.0000,0.0050,0.6335
A_Round_46,2396160,0.0000,0.0000,0.0000,0.5379
A_Round_47,2449408,0.0000,0.0000,0.0000,0.5937
A_Round_48,2502656,0.0000,0.0000,0.0000,0.5905
A_Round_49,2555904,0.0000,0.0000,0.0000,0.5760
A_Round_50,2609152,0.0000,0.0000,0.0000,0.5829
A_Round_51,2662400,0.0000,0.0000,0.0000,0.5652
A_Round_52,2715648,0.0000,0.0000,0.0000,0.5956
A_Round_53,2768896,0.0000,0.0000,0.0000,0.5888
A_Round_54,2822144,0.0000,0.0000,0.0000,0.5868
A_Round_55,2875392,0.0000,0.0000,0.0000,0.5929
A_Round_56,2928640,0.0000,0.0000,0.0000,0.5891
A_Round_57,2981888,0.0100,0.0000,0.0050,0.5404
A_Round_58,3035136,0.0000,0.0000,0.0000,0.5523
A_Round_1,0,0.2700,0.3200,0.2950,0.8906
A_Round_2,53248,0.3100,0.2700,0.2900,0.8799
A_Round_3,106496,0.0900,0.3100,0.2000,0.8766
A_Round_4,159744,0.3700,0.3000,0.3350,0.8827
A_Round_5,212992,0.0100,0.0000,0.0050,0.8820
A_Round_6,266240,0.0000,0.0100,0.0050,0.8544
A_Round_7,319488,0.0000,0.0000,0.0000,0.8775
A_Round_8,372736,0.0000,0.0200,0.0100,0.8769
A_Round_1,0,0.2700,0.8862,0.2941
A_Round_1,0,0.3000,0.3000,0.3000,0.8960,0.3093,0.8708
A_Round_2,53248,0.3500,0.2300,0.2900,0.9085,0.2386,0.8702
A_Round_3,106496,0.2700,0.1800,0.2250,0.8239,0.0645,0.9016
A_Round_4,159744,0.2500,0.2800,0.2650,0.8952,0.1370,0.8917
A_Round_5,212992,0.0800,0.1800,0.1300,0.7121,0.1370,0.8785
A_Round_6,266240,0.1700,0.0900,0.1300,0.7800,0.1136,0.8640
A_Round_7,319488,0.0500,0.0400,0.0450,0.4867,0.0533,0.8670
A_Round_8,372736,0.0700,0.0500,0.0600,0.5562,0.0685,0.8779
A_Round_9,425984,0.0700,0.0800,0.0750,0.6379,0.1212,0.8804
A_Round_10,479232,0.0500,0.0600,0.0550,0.5513,0.0556,0.8796
A_Round_11,532480,0.0000,0.0100,0.0050,0.2672,0.0154,0.8805
A_Round_12,585728,0.0000,0.0000,0.0000,0.2896,0.0759,0.8484
A_Round_13,638976,0.0000,0.0100,0.0050,0.3119,0.0517,0.8863
A_Round_14,692224,0.0000,0.0200,0.0100,0.2770,0.0462,0.8792
A_Round_15,745472,0.0000,0.0100,0.0050,0.2810,0.0328,0.8811
A_Round_16,798720,0.0000,0.0000,0.0000,0.2172,0.0469,0.8790
A_Round_17,851968,0.0000,0.0000,0.0000,0.2708,0.0833,0.9072
A_Round_18,905216,0.0000,0.0100,0.0050,0.2256,0.0548,0.8549
A_Round_19,958464,0.0000,0.0000,0.0000,0.2488,0.0145,0.8628
A_Round_20,1011712,0.0100,0.0000,0.0050,0.2088,0.0000,0.8835
A_Round_21,1064960,0.0000,0.0000,0.0000,0.2568,0.0159,0.8757
A_Round_22,1118208,0.0000,0.0000,0.0000,0.2063,0.0678,0.8820
A_Round_23,1171456,0.0000,0.0100,0.0050,0.2390,0.0435,0.8686
A_Round_24,1224704,0.0000,0.0000,0.0000,0.2203,0.0357,0.8902
A_Round_25,1277952,0.0000,0.0000,0.0000,0.2593,0.0000,0.8827
A_Round_26,1331200,0.0000,0.0000,0.0000,0.2576,0.0435,0.8691
A_Round_27,1384448,0.0000,0.0200,0.0100,0.3921,0.0548,0.8737
A_Round_28,1437696,0.0200,0.0500,0.0350,0.4992,0.0370,0.8798
A_Round_29,1490944,0.0600,0.0300,0.0450,0.4842,0.0112,0.8769
A_Round_30,1544192,0.0000,0.0200,0.0100,0.2752,0.0652,0.8830
A_Round_31,1597440,0.0100,0.0200,0.0150,0.2211,0.0612,0.8745
A_Round_32,1650688,0.0100,0.0100,0.0100,0.1585,0.0444,0.8752
A_Round_33,1703936,0.0000,0.0100,0.0050,0.1337,0.0128,0.8807
A_Round_34,1757184,0.0100,0.0000,0.0050,0.1318,0.0476,0.8714
A_Round_35,1810432,0.0000,0.0000,0.0000,0.1357,0.0299,0.9023
A_Round_36,1863680,0.0000,0.0000,0.0000,0.0628,0.0343,0.2828
A_Round_37,1916928,0.0000,0.0000,0.0000,0.1497,0.0170,0.1997
A_Round_38,1970176,0.0000,0.0000,0.0000,0.0602,0.0343,0.1783
A_Round_39,2023424,0.0000,0.0000,0.0000,0.0952,0.0493,0.1116
A_Round_40,2076672,0.0000,0.0000,0.0000,0.0690,0.0526,0.1128
A_Round_41,2129920,0.0000,0.0000,0.0000,0.0753,0.0486,0.1237
A_Round_42,2183168,0.0000,0.0000,0.0000,0.0957,0.0377,0.1240
A_Round_43,2236416,0.0000,0.0000,0.0000,0.0899,0.0136,0.1185
A_Round_44,2289664,0.0000,0.0000,0.0000,0.0690,0.0303,0.1163
A_Round_45,2342912,0.0000,0.0000,0.0000,0.1169,0.0331,0.0997
A_Round_46,2396160,0.0000,0.0000,0.0000,0.1062,0.0508,0.1521
A_Round_47,2449408,0.0000,0.0000,0.0000,0.1212,0.0495,0.1294
A_Round_48,2502656,0.0000,0.0000,0.0000,0.1165,0.0340,0.1373
A_Round_49,2555904,0.0000,0.0000,0.0000,0.0843,0.0360,0.1107
A_Round_50,2609152,0.0000,0.0000,0.0000,0.1579,0.0321,0.2135
A_Round_51,2662400,0.0000,0.0000,0.0000,0.1603,0.0140,0.4233
A_Round_52,2715648,0.0000,0.0000,0.0000,0.2165,0.0259,0.3521
A_Round_53,2768896,0.0000,0.0000,0.0000,0.2237,0.0187,0.5315
A_Round_54,2822144,0.0000,0.0000,0.0000,0.2551,0.0099,0.6307
A_Round_55,2875392,0.0000,0.0000,0.0000,0.2043,0.0000,0.8087
A_Round_56,2928640,0.0000,0.0000,0.0000,0.2141,0.0102,0.7901
A_Round_57,2981888,0.0100,0.0000,0.0050,0.2161,0.0100,0.7831
A_Round_58,3035136,0.0000,0.0000,0.0000,0.2021,0.0274,0.8392
A_Round_59,3088384,0.0000,0.0000,0.0000,0.2183,0.0172,0.8717
A_Round_60,3141632,0.0000,0.0100,0.0050,0.2300,0.0303,0.8543
A_Round_61,3194880,0.0000,0.0000,0.0000,0.2494,0.0000,0.8462
A_Round_62,3248128,0.0000,0.0000,0.0000,0.1830,0.0270,0.8359
A_Round_63,3301376,0.0000,0.0000,0.0000,0.2234,0.0390,0.8300
A_Round_64,3354624,0.0100,0.0000,0.0050,0.2375,0.0000,0.8275
A_Round_65,3407872,0.0000,0.0000,0.0000,0.2101,0.0000,0.7916
A_Round_66,3461120,0.0000,0.0000,0.0000,0.2418,0.0079,0.7429
A_Round_67,3514368,0.0000,0.0000,0.0000,0.1947,0.0143,0.8427
A_Round_68,3567616,0.0000,0.0000,0.0000,0.2292,0.0325,0.6938
A_Round_69,3620864,0.0000,0.0000,0.0000,0.1966,0.0327,0.6964
A_Round_70,3674112,0.0000,0.0000,0.0000,0.2435,0.0258,0.6900
A_Round_71,3727360,0.0000,0.0000,0.0000,0.1929,0.0192,0.4110
A_Round_72,3780608,0.0000,0.0000,0.0000,0.2226,0.0248,0.5686
A_Round_73,3833856,0.0000,0.0000,0.0000,0.1647,0.0305,0.6784
A_Round_74,3887104,0.0000,0.0000,0.0000,0.2256,0.0160,0.4602
A_Round_75,3940352,0.0000,0.0000,0.0000,0.2466,0.0000,0.7652
A_Round_76,3993600,0.0000,0.0000,0.0000,0.2219,0.0301,0.7280
A_Round_77,4046848,0.0000,0.0000,0.0000,0.2377,0.0229,0.6635
A_Round_78,4100096,0.0000,0.0000,0.0000,0.1890,0.0070,0.7078
A_Round_79,4153344,0.0000,0.0000,0.0000,0.2000,0.0381,0.7766
A_Round_80,4206592,0.0000,0.0000,0.0000,0.2213,0.0078,0.7394
A_Round_81,4259840,0.0000,0.0000,0.0000,0.1858,0.0120,0.6700
A_Round_82,4313088,0.0000,0.0000,0.0000,0.1717,0.0190,0.6776
A_Round_83,4366336,0.0000,0.0000,0.0000,0.2094,0.0255,0.6835
A_Round_84,4419584,0.0000,0.0000,0.0000,0.1873,0.0149,0.7214
A_Round_85,4472832,0.0000,0.0000,0.0000,0.2241,0.0208,0.7126
A_Round_86,4526080,0.0000,0.0000,0.0000,0.2197,0.0191,0.6879
A_Round_87,4579328,0.0000,0.0000,0.0000,0.2108,0.0200,0.7006
A_Round_88,4632576,0.0000,0.0000,0.0000,0.2175,0.0065,0.6982
A_Round_89,4685824,0.0000,0.0000,0.0000,0.2149,0.0331,0.6980
A_Round_90,4739072,0.0000,0.0000,0.0000,0.1915,0.0076,0.7290
A_Round_91,4792320,0.0000,0.0000,0.0000,0.2012,0.0338,0.6955
A_Round_92,4845568,0.0000,0.0000,0.0000,0.2299,0.0238,0.6744
A_Round_93,4898816,0.0000,0.0000,0.0000,0.2139,0.0244,0.6784
A_Round_1,0,0.3900,0.2700,0.3300,0.8865,0.1538,0.8624
A_Round_2,53248,0.3500,0.3500,0.3500,0.9318,0.0208,0.8623
A_Round_1,53248,0.1600,0.2200,0.1900,0.8044,0.0513,0.8641
A_Round_0_Initial,0,0.2500,0.2500,0.2500,0.8830,0.1125,0.8890
A_Round_1,53248,0.2600,0.2100,0.2350,0.9114,0.1573,0.8683
A_Round_0_Initial,0,0.1900,0.3700,0.2800,0.8686,0.5056,0.8791
A_Round_1,53248,0.2400,0.2800,0.2600,0.9103,0.2857,0.8727
A_Round_2,106496,0.1200,0.1500,0.1350,0.8432,0.2958,0.8842
A_Round_3,159744,0.1000,0.1000,0.1000,0.6572,0.1892,0.8695
A_Round_4,212992,0.1900,0.1500,0.1700,0.7608,0.2787,0.8932
A_Round_5,266240,0.1100,0.0600,0.0850,0.6501,0.0615,0.8856
A_Round_6,319488,0.0300,0.0700,0.0500,0.4726,0.0923,0.8755
A_Round_0_Initial,0,0.3700,0.2600,0.3150,0.8672,0.3836,0.9017
A_Round_0_Initial,0,0.2900,0.2700,0.2800,0.8897,0.4043,0.8742
A_Round_0_Initial,0,0.4700,0.4100,0.4400,0.9179,0.3000,0.9054
A_Round_0_Initial,0,0.2400,0.3100,0.2750,0.8916,0.4348,0.8753
A_Round_0_Initial,0,0.4500,0.4000,0.4250,0.9211,0.3895,0.8718
A_Round_0_Initial,0,0.3100,0.2300,0.2700,0.8797,0.4048,0.8879
A_Round_1,53248,0.0700,0.1800,0.1250,0.7863,0.2778,0.9018
A_Round_2,106496,0.3300,0.2100,0.2700,0.9149,0.2000,0.9057
A_Round_3,159744,0.2700,0.0500,0.1600,0.8012,0.2174,0.8825
A_Round_4,212992,0.0600,0.2400,0.1500,0.7751,0.2278,0.8720
A_Round_0_Initial,0,0.2700,0.2800,0.2750,0.8946,0.9101,0.8847
A_Round_1,53248,0.2400,0.4200,0.3300,0.9312,0.8219,0.8954
A_Round_2,106496,0.4100,0.1800,0.2950,0.9615,0.9067,0.8886
A_Round_3,159744,0.2800,0.3000,0.2900,0.9303,0.9020,0.9202
A_Round_4,212992,0.1700,0.3300,0.2500,0.9279,0.8125,0.8989
A_Round_5,266240,0.2100,0.1800,0.1950,0.8657,0.8611,0.8816
A_Round_6,319488,0.1500,0.1500,0.1500,0.8734,0.5972,0.8833
A_Round_7,372736,0.1400,0.3300,0.2350,0.8876,0.5352,0.8950
A_Round_8,425984,0.1500,0.2900,0.2200,0.8562,0.4028,0.8925
A_Round_9,425984,0.0900,0.1200,0.1050,0.7803,0.3810,0.8627
A_Round_10,425984,0.1400,0.2000,0.1700,0.8435,0.4355,0.9027
A_Round_11,425984,0.0500,0.0300,0.0400,0.6107,0.2879,0.8846
A_Round_12,425984,0.0700,0.1000,0.0850,0.7491,0.5333,0.8784
A_Round_13,479232,0.1000,0.2100,0.1550,0.8270,0.6207,0.9054
A_Round_14,532480,0.1000,0.0900,0.0950,0.7295,0.7353,0.8853
A_Round_15,585728,0.0400,0.0400,0.0400,0.5779,0.6825,0.8857
A_Round_16,638976,0.0300,0.0300,0.0300,0.5449,0.7333,0.8646
A_Round_17,692224,0.0100,0.0400,0.0250,0.4979,0.6949,0.8905
A_Round_18,692224,0.1700,0.1000,0.1350,0.7912,0.6184,0.8778
A_Round_19,745472,0.1400,0.0900,0.1150,0.7965,0.5821,0.8940
A_Round_20,798720,0.1800,0.1300,0.1550,0.7993,0.5968,0.8984
A_Round_21,851968,0.0800,0.1100,0.0950,0.6983,0.5690,0.8991
A_Round_22,905216,0.0400,0.0200,0.0300,0.5582,0.3966,0.8889
A_Round_23,905216,0.0300,0.1700,0.1000,0.7753,0.4844,0.8946
A_Round_24,905216,0.0200,0.0500,0.0350,0.6029,0.5789,0.8623
A_Round_25,958464,0.1500,0.1200,0.1350,0.7707,0.5205,0.8767
A_Round_26,1011712,0.1600,0.2000,0.1800,0.8119,0.3684,0.9066
A_Round_27,1011712,0.0500,0.0200,0.0350,0.5487,0.4923,0.8814
A_Round_28,1011712,0.0300,0.0300,0.0300,0.4990,0.7333,0.9138
A_Round_29,1011712,0.0700,0.1000,0.0850,0.7010,0.5312,0.8855
A_Round_30,1064960,0.0300,0.0100,0.0200,0.5211,0.4412,0.8745
A_Round_31,1064960,0.0700,0.0500,0.0600,0.6135,0.6346,0.9039
A_Round_32,1118208,0.1000,0.0900,0.0950,0.6732,0.5763,0.8965
A_Round_33,1171456,0.0800,0.0500,0.0650,0.6869,0.4366,0.8746
A_Round_34,1171456,0.0800,0.0800,0.0800,0.6552,0.5833,0.8921
A_Round_35,1224704,0.1600,0.0900,0.1250,0.6789,0.6190,0.8859
A_Round_36,1277952,0.1700,0.1200,0.1450,0.7247,0.5972,0.8728
A_Round_37,1331200,0.0900,0.0700,0.0800,0.7060,0.5844,0.8625
A_Round_38,1384448,0.1300,0.1500,0.1400,0.8227,0.4590,0.8917
A_Round_39,1384448,0.1500,0.1900,0.1700,0.7818,0.6528,0.8730
A_Round_40,1437696,0.1100,0.2200,0.1650,0.7854,0.6479,0.8774
A_Round_41,1490944,0.1300,0.1700,0.1500,0.7892,0.6441,0.8941
A_Round_42,1544192,0.1700,0.3200,0.2450,0.8637,0.6964,0.9029
A_Round_43,1597440,0.3000,0.3300,0.3150,0.9060,0.6533,0.8826
A_Round_44,1650688,0.2600,0.3100,0.2850,0.8916,0.7188,0.8994
A_Round_45,1703936,0.1600,0.3100,0.2350,0.8834,0.6267,0.8830
A_Round_46,1757184,0.2200,0.3000,0.2600,0.8925,0.6000,0.9058
A_Round_47,1810432,0.3800,0.3200,0.3500,0.9303,0.6143,0.8981
A_Round_48,1863680,0.3200,0.3300,0.3250,0.9321,0.7273,0.9015
A_Round_49,1916928,0.2800,0.3300,0.3050,0.9219,0.7045,0.8675
A_Round_50,1970176,0.2100,0.3400,0.2750,0.9203,0.7500,0.8891
A_Round_51,2023424,0.2100,0.3300,0.2700,0.9169,0.7671,0.8899
A_Round_52,2076672,0.1500,0.3200,0.2350,0.8858,0.7273,0.9119
A_Round_53,2129920,0.2700,0.2800,0.2750,0.9438,0.5672,0.8947
A_Round_54,2183168,0.3000,0.2600,0.2800,0.9178,0.6792,0.9152
A_Round_55,2236416,0.2300,0.2800,0.2550,0.9167,0.6984,0.9014
A_Round_56,2289664,0.2000,0.3800,0.2900,0.9104,0.6721,0.9032
A_Round_57,2342912,0.1300,0.3000,0.2150,0.9108,0.5862,0.9079
A_Round_58,2396160,0.2300,0.3600,0.2950,0.9402,0.5735,0.8903
A_Round_59,2449408,0.3100,0.3000,0.3050,0.9287,0.7910,0.8979
A_Round_60,2502656,0.2300,0.3400,0.2850,0.9457,0.6250,0.9132
A_Round_61,2555904,0.2600,0.3300,0.2950,0.9449,0.5645,0.9062
A_Round_62,2609152,0.2500,0.3000,0.2750,0.9410,0.6667,0.8848
A_Round_63,2662400,0.2700,0.3500,0.3100,0.9175,0.4648,0.8932
A_Round_64,2662400,0.1600,0.4200,0.2900,0.9400,0.6333,0.9067
A_Round_65,2715648,0.1800,0.4500,0.3150,0.9421,0.5072,0.8948
A_Round_66,2768896,0.2700,0.2400,0.2550,0.8862,0.5333,0.8870
A_Round_67,2822144,0.2000,0.2700,0.2350,0.8909,0.4096,0.8794
A_Round_68,2822144,0.2900,0.4500,0.3700,0.9517,0.4524,0.8772
A_Round_69,2822144,0.2000,0.2500,0.2250,0.8973,0.4625,0.8813
A_Round_70,2822144,0.2700,0.2700,0.2700,0.9063,0.5244,0.8774
A_Round_71,2875392,0.2100,0.3200,0.2650,0.8879,0.5217,0.8951
A_Round_72,2928640,0.2400,0.2500,0.2450,0.8960,0.4815,0.8804
A_Round_73,2928640,0.1700,0.2800,0.2250,0.8835,0.5128,0.8774
A_Round_74,2981888,0.0900,0.2200,0.1550,0.8360,0.4762,0.8990
A_Round_75,2981888,0.1200,0.3500,0.2350,0.8796,0.4559,0.8926
A_Round_76,2981888,0.2700,0.4200,0.3450,0.9269,0.5909,0.9012
A_Round_77,3035136,0.3100,0.2900,0.3000,0.9327,0.4062,0.9027
A_Round_78,3035136,0.2600,0.4100,0.3350,0.9569,0.3684,0.8881
A_Round_79,3035136,0.2900,0.3800,0.3350,0.9313,0.3710,0.9037
A_Round_80,3035136,0.1800,0.3000,0.2400,0.8737,0.4722,0.8906
A_Round_81,3035136,0.2100,0.2900,0.2500,0.9211,0.3611,0.8901
A_Round_82,3035136,0.2300,0.2900,0.2600,0.9343,0.4783,0.8959
A_Round_83,3035136,0.2800,0.3500,0.3150,0.9015,0.4783,0.8967
A_Round_84,3035136,0.2700,0.3500,0.3100,0.9250,0.3857,0.8935
A_Round_85,3035136,0.3100,0.2700,0.2900,0.9035,0.4805,0.8864
A_Round_86,3035136,0.2700,0.2700,0.2700,0.8754,0.4478,0.8999
A_Round_87,3035136,0.3000,0.3300,0.3150,0.9433,0.3846,0.9180
A_Round_88,3035136,0.3300,0.3800,0.3550,0.9421,0.4259,0.9179
A_Round_89,3035136,0.2600,0.3500,0.3050,0.9401,0.4203,0.8943
A_Round_90,3035136,0.2900,0.3800,0.3350,0.8963,0.4138,0.9141
A_Round_91,3035136,0.2600,0.4000,0.3300,0.9207,0.4932,0.8904
A_Round_92,3035136,0.2000,0.2800,0.2400,0.9005,0.4819,0.8754
A_Round_93,3035136,0.2000,0.3600,0.2800,0.8976,0.4493,0.8947
A_Round_94,3035136,0.2200,0.3000,0.2600,0.9239,0.4493,0.8934
A_Round_95,3035136,0.3200,0.3900,0.3550,0.9387,0.4915,0.9087
A_Round_96,3035136,0.1900,0.3400,0.2650,0.8993,0.4795,0.8892
A_Round_97,3035136,0.2000,0.3800,0.2900,0.9007,0.5224,0.8986
A_Round_98,3088384,0.3200,0.2800,0.3000,0.9324,0.4342,0.8862
A_Round_99,3088384,0.2800,0.3300,0.3050,0.9186,0.4462,0.9008
A_Round_100,3088384,0.2700,0.3900,0.3300,0.9388,0.3750,0.9043
A_Round_101,3088384,0.2300,0.3000,0.2650,0.9136,0.3729,0.9107
A_Round_102,3088384,0.1400,0.3300,0.2350,0.8814,0.4306,0.8940
A_Round_103,3088384,0.3400,0.2600,0.3000,0.8902,0.4638,0.8970
A_Round_1,3088384,0.2800,0.2800,0.2800,0.9074,0.2963,0.8800
A_Round_2,3088384,0.2500,0.2700,0.2600,0.9088,0.3506,0.8849
A_Round_3,3088384,0.2000,0.2500,0.2250,0.8960,0.4286,0.8638
A_Round_4,3088384,0.2200,0.3200,0.2700,0.8968,0.4203,0.8955
A_Round_1,3088384,0.2400,0.3400,0.2900,0.8929,0.5538,0.9033
A_Round_2,3141632,0.2700,0.2400,0.2550,0.8636,0.4286,0.8800
A_Round_3,3141632,0.3300,0.2600,0.2950,0.8981,0.2836,0.9022
A_Round_4,3141632,0.2400,0.3100,0.2750,0.9269,0.4110,0.8896
A_Round_5,3141632,0.2200,0.2700,0.2450,0.8988,0.4659,0.8689
A_Round_0_Initial,0,0.3500,0.3000,0.3250,0.8756,0.8788,0.9090
A_Round_1,53248,0.2800,0.1700,0.2250,0.8561,0.8966,0.9066
A_Round_2,106496,0.3300,0.3100,0.3200,0.9265,0.8816,0.8874
A_Round_3,159744,0.1700,0.1000,0.1350,0.8125,0.9385,0.8904
